price,bedrooms,living_in_m2,real_bathrooms
838300,3,349.31528,2
500000,2,143.99965,2
316000,1,67.81919,1
610000,3,194.16727,2
530000,2,315.8702,2
255000,2,175.58667,2
349900,2,146.78674,2
580000,3,197.88339,2
549900,3,284.28318,2
409000,2,181.16085,2
329950,3,213.6769,2
850000,3,232.2575,1
332500,3,133.78032,2
360000,3,179.30279,2
649000,1,118.91584,1
262500,3,139.3545,2
374950,2,129.13517,2
450000,2,125.41905,1
626000,2,162.58025,2
392000,3,206.24466,3
635000,3,344.67013,3
340000,3,202.621443,2
350000,2,129.13517,1
661254,3,212.74787,3
1075000,2,373.47006,3
695000,3,326.08953,3
315000,2,165.36734,2
471750,3,352.10237,3
426000,3,196.95436,2
384500,1,104.98039,1
435000,3,140.28353,1
374950,3,259.19937,2
540000,3,123.56099,2
300000,2,174.65764,2
240000,1,80.82561,1
247000,3,162.58025,2
494000,3,194.16727,1
556000,3,207.17369,2
485000,2,104.98039,1
1010000,3,326.08953,3
288000,2,127.27711,2
225000,1,96.61912,1
500000,2,182.08988,1
686000,3,197.88339,2
550000,2,170.94152,1
991500,3,354.88946,3
258500,2,167.2254,2
410000,2,157.9351,2
246600,3,124.49002,1
890000,3,295.43154,3
830000,3,251.76713,2
275000,3,248.05101,2
600000,2,272.20579,1
425000,2,166.29637,1
352000,2,117.05778,1
270000,2,167.2254,1
196000,2,81.75464,1
556000,2,152.36092,1
315000,2,157.9351,1
420250,2,140.28353,2
315500,2,107.76748,1
340000,3,156.07704,1
250000,3,189.52212,2
210000,2,107.76748,1
372500,2,143.99965,1
755000,2,280.56706,2
555000,2,145.85771,1
589000,3,270.34773,2
330000,2,206.24466,2
455000,1,125.41905,2
300000,2,86.39979,1
246000,3,188.59309,1
373500,1,74.3224,1
206135,2,124.49002,1
538000,3,174.65764,1
575000,2,186.73503,1
469500,3,194.16727,2
700000,2,186.73503,1
668000,3,248.05101,2
353900,2,144.92867999999999,1
230000,2,121.70293,2
204950,1,104.98039,1
475000,2,122.63195999999999,2
225000,2,153.28995,2
487000,1,133.78032,1
665000,3,308.43796,2
397000,2,158.86413,2
252000,2,143.07062,2
495000,2,167.2254,2
312500,2,137.49644,3
200000,1,86.39979,1
557865,3,281.49609,2
266200,2,132.85129,1
626000,2,199.74145,2
515000,3,177.44473,2
400000,2,198.81242,2
500000,3,234.11556,3
405000,3,219.25108,2
577450,2,160.72219,3
1000000,3,165.36734,2
327500,3,208.10272,2
623300,3,387.40551,3
364500,2,148.6448,1
475000,2,230.39944,2
250000,2,141.21256,1
260000,2,178.37376,2
625000,2,115.19972,1
1015000,2,336.30886,3
510000,3,183.94794,3
279950,2,159.79316,1
412000,3,132.85129,1
420000,2,98.47718,1
410000,3,140.28353,2
530000,3,208.10272,3
925000,2,249.90906999999999,2
595000,2,177.44473,1
355000,1,83.6127,1
470000,2,167.2254,2
285000,1,91.97397,1
490000,3,208.288526,2
469000,2,120.7739,2
320000,3,180.23182,2
276000,2,80.82561,1
585000,3,268.48967,2
289950,3,203.45757,2
750500,3,265.70258,2
640000,3,150.50286,1
659950,2,149.57383,2
530000,3,197.88339,2
287000,1,66.89016,1
263000,3,170.01248999999999,2
501000,2,137.49644,1
373000,2,277.77997,2
427500,2,137.49644,1
590000,2,202.52854,1
500000,3,183.94794,2
378000,3,256.41228,2
665000,2,150.50286,2
625000,3,206.24466,2
245000,2,205.31563,2
280000,2,111.4836,1
330000,3,195.560815,2
847000,3,236.90265,1
804000,3,243.40586,2
360400,2,151.43189,2
249950,3,119.84487,1
395000,1,111.4836,1
520000,3,284.28318,2
700000,3,183.94794,1
355000,1,125.41905,1
550000,3,319.58632,3
166000,2,93.83203,1
275000,2,152.36092,2
600000,2,332.59274,2
257000,1,113.34166,1
230000,2,141.21256,1
667000,2,159.79316,1
420000,2,159.79316,1
1104500,3,350.24431,3
500000,3,224.82526,2
385000,3,235.97362,2
790500,3,311.22505,2
550000,3,311.22505,2
355000,2,137.49644,2
547000,2,145.85771,2
279950,2,171.87055,2
200000,1,65.0321,1
195000,2,146.78674,1
313500,2,149.57383,1
665000,2,117.05778,1
543500,2,117.98681,2
697000,3,339.09595,2
208000,1,65.0321,1
979000,2,157.9351,1
384435,2,188.500187,2
295000,2,77.10949,1
540000,2,159.79316,2
279900,2,146.78674,1
210000,2,111.4836,1
718000,3,301.93475,2
360000,3,346.52819,1
425000,1,116.12875,1
335000,2,106.83845,2
280000,3,148.6448,2
536000,2,120.7739,1
623500,3,143.99965,3
900000,2,123.56099,1
643002,2,164.43831,2
255000,1,75.25143,1
555000,3,338.16692,3
225000,2,89.18688,1
499431,3,243.40586,2
796000,3,340.95401,3
250000,2,139.3545,2
358500,2,185.806,2
425000,1,118.91584,2
600000,3,164.43831,1
230000,1,124.49002,2
287000,2,116.12875,1
650000,3,264.77355,2
357500,3,303.79281,3
294000,2,155.14801,3
344950,3,208.10272,1
480000,3,216.46399,2
321000,3,120.7739,1
820000,2,276.85094,2
279900,2,130.0642,1
450000,3,214.60593,2
245000,2,164.43831,2
299999,3,184.040843,2
448000,1,151.43189,1
218000,2,123.56099,1
275000,2,140.28353,1
235000,1,77.10949,1
625000,3,156.07704,2
220000,3,109.62554,1
975000,2,235.04459,2
549000,1,188.964702,1
879000,3,312.15408,2
561500,3,214.60593,2
915000,3,324.23147,2
1118000,3,356.74752,2
315000,2,113.34166,2
536751,2,179.30279,1
252500,1,83.6127,1
287000,2,120.7739,2
571000,2,178.37376,2
300000,2,185.806,2
185000,3,147.71577,1
356250,2,191.38018,2
749950,3,318.65729,2
525000,2,115.19972,1
180500,2,167.2254,2
485000,1,140.28353,2
626000,2,168.15443,2
820000,3,293.57348,2
775000,3,215.53496,1
288000,3,149.57383,2
680000,3,198.81242,2
850000,1,312.15408,2
315000,2,127.27711,2
325000,3,155.14801,1
162000,2,168.15443,2
325000,2,107.76748,1
469000,1,95.69009,1
265000,3,183.01891,1
450000,1,94.76106,1
223000,2,113.34166,1
817500,3,270.34773,2
620000,3,360.46364,3
445000,1,86.39979,1
385000,2,126.34808,1
475000,3,215.53496,2
245000,3,187.66406,1
649950,2,139.3545,2
885000,2,267.56064,2
437500,2,166.29637,2
271900,2,175.58667,1
225000,2,104.05136,1
423000,3,180.23182,1
262500,2,90.11591,1
500000,2,180.23182,2
200000,2,112.41263,1
394950,1,105.07329299999999,1
400000,1,117.98681,1
255000,2,122.63195999999999,1
370000,3,121.70293,1
210000,1,110.55457,2
971971,3,321.44438,3
205000,2,149.57383,1
1003000,3,292.64445,2
1030000,3,253.62519,3
599950,3,241.5478,3
530000,1,165.831855,2
385000,1,163.50928,2
525000,2,150.50286,2
735000,2,218.32205,2
310000,2,121.70293,2
110700,1,63.17404,1
400000,3,281.49609,2
255000,2,176.5157,2
595000,3,188.59309,2
290000,1,78.03852,1
380600,2,178.37376,2
925000,3,288.92833,2
330000,3,147.71577,2
192000,1,65.0321,1
560000,3,166.29637,1
194000,3,163.50928,2
807000,2,180.23182,2
705000,3,278.709,2
575000,2,141.21256,2
335000,1,131.92226,2
325000,1,91.97397,1
575000,2,197.88339,1
825050,3,265.70258,3
416000,2,103.12233,1
375000,3,194.16727,2
650000,2,284.28318,2
370000,3,168.340236,2
463000,2,187.66406,1
599000,3,261.98646,2
860000,3,175.58667,1
1060000,3,384.61842,3
424500,2,135.63838,1
335000,2,176.5157,1
310000,1,52.95471,1
550000,3,274.99288,2
445000,2,117.05778,2
425000,2,150.50286,2
590000,2,212.74787,2
939000,2,227.61235,3
400000,2,161.65122,2
399000,1,103.12233,2
545000,3,316.79923,2
725000,3,312.15408,3
710000,3,196.95436,1
134000,2,117.98681,1
396000,2,139.3545,1
1150000,2,301.93475,2
450000,3,276.85094,2
349000,1,106.83845,1
270000,3,178.37376,2
264000,2,163.50928,1
930000,2,351.17334,2
670000,2,118.91584,1
190000,1,78.03852,1
290000,2,126.34808,2
1052000,2,267.56064,2
554950,2,274.06385,2
313500,3,208.10272,3
440000,3,259.942594,2
358000,1,86.39979,1
446800,3,223.89623,2
479000,3,190.45115,2
585000,1,127.27711,2
724800,2,190.45115,2
615000,3,196.95436,2
412000,3,182.08988,1
1068000,3,370.68297,3
500000,3,188.59309,2
550285,1,156.07704,1
255000,1,113.34166,1
744000,2,248.05101,2
835100,3,221.10914,2
220000,2,101.26427,1
680000,3,295.43154,2
429000,2,235.04459,2
386950,2,99.40621,2
330000,1,107.76748,1
866000,3,370.68297,3
273000,1,109.62554,1
365000,2,95.69009,1
352800,3,167.2254,2
540000,3,313.08311,2
728000,3,246.19295,2
1065500,2,274.06385,2
339000,2,100.33524,1
455000,2,120.7739,1
280000,3,151.43189,2
687500,2,118.91584,1
533000,3,240.61877,2
160000,3,167.2254,2
449000,3,171.87055,2
595000,2,188.59309,2
470950,2,237.83168,2
579000,2,247.12198,2
355000,3,187.66406,1
713900,2,313.08311,2
428950,1,163.50928,1
565000,3,181.16085,2
492450,2,143.07062,1
277500,2,243.40586,2
380000,2,183.94794,2
222200,1,112.41263,1
260000,1,117.98681,1
536000,3,246.19295,2
220000,2,109.62554,1
214950,2,145.85771,1
885000,1,121.981639,2
350000,2,151.43189,2
858450,2,356.74752,3
342000,2,183.94794,1
485000,2,235.97362,2
341500,2,104.98039,1
760500,2,184.87697,2
752000,3,238.76071,2
565000,2,237.83168,2
608000,3,249.90906999999999,2
525000,2,158.86413,1
240000,2,165.36734,1
335000,2,142.14159,2
410000,3,225.75429,3
346000,3,195.09629999999999,2
500000,3,345.59916,3
346290,3,249.90906999999999,2
385000,2,138.42547,1
347500,2,235.97362,2
286000,2,156.07704,2
660000,2,205.31563,2
260000,2,200.67048,1
265000,2,138.332567,2
360000,3,162.58025,1
328000,2,208.288526,2
458500,2,116.12875,1
960000,3,345.59916,3
525000,1,77.10949,1
298950,3,213.6769,2
260000,3,208.10272,2
640000,2,200.67048,2
225000,2,120.7739,1
207000,1,99.220404,1
248000,3,203.45757,1
322000,3,181.16085,2
224000,2,102.1933,1
208950,2,89.18688,1
700000,3,239.68974,2
735000,3,261.98646,2
550000,2,183.94794,2
712000,3,227.61235,2
740000,1,193.23824,1
400000,2,194.16727,2
805000,3,223.89623,2
752000,3,353.96043,3
271000,1,65.96113,1
236775,2,170.01248999999999,2
925000,2,338.16692,2
467000,1,105.90942,2
795000,3,271.27676,2
265000,1,101.26427,1
560000,2,382.76036,3
525000,1,95.69009,1
420000,2,154.21898,1
199950,1,80.82561,1
485000,2,149.57383,2
514000,2,164.43831,2
384000,3,215.53496,3
383962,3,250.8381,2
299000,3,222.9672,2
900000,3,366.96685,2
600000,3,279.63803,2
315000,2,204.3866,2
260000,3,182.08988,2
275000,2,130.99323,1
445000,2,221.10914,2
219950,2,112.41263,1
700000,2,152.36092,1
627000,3,255.48325,2
390000,1,106.83845,1
489950,2,169.08346,2
805000,2,249.90906999999999,2
450000,2,149.57383,2
363000,2,254.55422,2
267000,2,231.792985,2
510000,2,253.62519,2
1008000,2,208.10272,2
780000,3,363.25073,3
535000,3,255.48325,2
358000,2,227.61235,1
320000,3,190.45115,2
531000,1,117.05778,1
475000,3,233.18653,2
280000,2,148.6448,2
745000,3,223.89623,2
358000,3,222.03817,2
720000,3,223.89623,2
272000,2,111.4836,2
250000,3,241.5478,2
274000,3,181.16085,1
465000,2,144.92867999999999,2
383000,2,159.79316,2
461000,2,171.87055,2
240415,2,104.05136,1
361000,2,229.47041,2
386000,1,150.50286,2
788600,3,325.1605,2
515000,1,88.25785,1
293000,2,131.92226,1
780000,3,296.36057,3
761000,2,190.45115,3
458000,1,91.97397,1
369900,1,70.60628,1
582800,3,236.90265,2
308950,3,178.37376,2
396900,2,126.34808,2
355300,2,150.50286,2
343500,3,163.50928,1
299900,1,75.25143,1
635000,2,335.37982999999997,2
700000,3,224.82526,1
239950,2,155.14801,1
225000,2,129.13517,1
350000,2,153.28995,2
339950,2,97.54814999999999,1
750000,2,147.71577,1
435000,1,74.3224,1
305000,3,195.09629999999999,2
470101,3,215.53496,2
599950,2,170.01248999999999,3
520000,1,170.94152,1
660000,3,173.72861,1
308000,2,152.36092,1
379000,3,278.709,2
169950,2,78.03852,1
450000,2,109.62554,1
300000,1,89.18688,1
469000,2,127.27711,3
289000,2,138.42547,2
650000,2,260.1284,1
490000,3,246.19295,2
565000,3,226.68332,2
452250,3,236.90265,2
440000,3,133.78032,1
735000,2,149.57383,2
537000,3,207.17369,1
310000,3,203.643376,2
242150,3,138.42547,1
265000,2,151.43189,1
545000,2,156.07704,1
275000,2,205.965951,2
260000,2,162.58025,1
725000,3,221.10914,1
270000,2,120.7739,2
226740,2,130.99323,1
552000,1,106.83845,1
239000,1,65.96113,1
439950,3,221.10914,2
521000,2,159.79316,1
157000,2,108.69651,1
550000,2,171.87055,2
212000,1,71.53531,1
400000,3,168.15443,3
360000,3,171.87055,2
259000,2,200.020159,2
319990,3,175.58667,1
250200,2,109.62554,1
865000,3,234.11556,2
210000,2,124.49002,1
432100,2,166.29637,2
798750,1,200.67048,2
265000,2,133.78032,2
325000,3,127.27711,1
165000,2,97.54814999999999,1
556300,3,188.59309,2
524000,2,127.27711,2
605000,2,209.96078,2
276000,3,192.123404,2
899100,3,223.89623,2
570000,3,301.93475,2
450600,1,78.03852,1
502000,2,120.7739,2
560000,2,127.27711,2
271000,3,167.2254,1
402300,2,137.49644,1
790000,2,245.26391999999998,2
388000,1,74.3224,1
453000,2,216.46399,3
385000,3,189.52212,1
700000,2,216.46399,2
518000,2,156.07704,2
429000,2,172.79958,2
425000,2,130.99323,3
715000,3,251.76713,3
941500,3,324.23147,3
285000,1,97.54814999999999,1
559950,2,154.21898,2
850000,3,261.98646,3
453000,2,143.99965,1
265000,2,122.63195999999999,2
875000,3,334.4508,2
315000,3,189.52212,2
515000,2,138.42547,1
308130,3,213.6769,2
560000,2,192.30921,2
339500,3,179.30279,2
410000,2,162.58025,1
989000,3,355.81849,3
920000,3,224.82526,3
235000,3,139.3545,1
481000,1,150.50286,1
399000,2,167.2254,2
509990,2,133.78032,2
332000,2,140.28353,2
250000,3,215.53496,1
885000,3,307.50893,3
394950,2,101.26427,2
500000,2,226.68332,2
472800,2,170.94152,2
475000,2,88.25785,2
525000,2,144.92867999999999,1
440000,3,186.73503,2
213000,1,69.67725,1
394950,1,120.7739,2
462000,2,158.86413,1
1050000,3,281.49609,2
144000,2,116.12875,1
756000,2,200.67048,2
460000,2,272.20579,2
340000,1,101.26427,1
716500,3,337.23789,2
442500,2,167.2254,1
724950,3,265.70258,2
329950,2,228.169768,2
380000,2,128.20614,1
252000,2,132.85129,1
324950,1,114.27069,1
355000,2,127.27711,2
469000,2,192.30921,2
715000,2,153.28995,1
790000,1,180.23182,1
860000,2,257.34131,2
325000,2,175.58667,1
217000,2,92.903,1
426250,3,149.57383,1
175000,3,165.36734,2
667750,3,132.85129,1
700000,2,241.5478,1
969000,3,227.61235,2
279900,3,164.43831,2
465000,3,136.56741,1
295000,2,114.27069,2
315000,2,154.21898,1
825000,3,336.30886,3
387000,3,232.2575,1
160000,1,105.90942,1
395000,1,89.18688,1
530000,2,85.47076,1
220000,2,183.94794,2
212500,2,117.98681,1
271310,1,80.82561,1
390000,2,169.08346,2
245000,2,161.65122,1
345000,3,187.66406,1
400000,2,98.47718,1
374000,1,102.1933,2
390000,2,92.903,1
678000,2,253.62519,2
226000,1,140.28353,1
500000,1,119.84487,2
583000,2,166.29637,2
450500,1,123.56099,1
283000,1,87.32882,1
250000,1,109.62554,1
925000,2,242.47683,3
285000,2,147.71577,2
580000,1,153.28995,1
280000,3,179.30279,2
230000,2,176.5157,1
571500,3,202.52854,2
350500,2,193.23824,1
335000,2,161.65122,2
375000,3,115.19972,2
739000,3,260.1284,2
425000,3,124.49002,2
850000,2,229.47041,2
479950,3,238.76071,2
539900,2,232.2575,2
870000,2,298.21863,2
565000,3,198.81242,1
215000,3,172.79958,1
425000,2,109.62554,1
170000,1,75.25143,1
484000,1,154.21898,1
406000,2,127.27711,1
808000,3,203.45757,2
524950,1,170.01248999999999,2
494000,1,119.84487,1
450000,3,145.85771,2
415500,3,162.58025,2
695000,2,286.14124,3
235000,1,94.76106,1
485000,2,246.19295,2
447000,2,153.28995,2
390000,2,107.76748,1
321000,2,125.14034099999999,2
675000,3,224.82526,2
436300,2,215.53496,2
529000,2,285.21220999999997,2
760000,3,313.08311,2
210000,2,81.75464,1
312000,2,143.07062,2
225000,2,154.21898,1
964000,2,337.23789,2
590300,2,136.56741,1
615000,2,178.37376,1
380000,2,154.21898,2
334000,2,185.806,2
405000,3,171.87055,2
445000,3,228.54138,1
460000,2,157.00607,2
220000,2,136.56741,2
285000,3,185.434388,2
647500,2,119.84487,1
313300,1,90.11591,1
340000,1,64.10307,1
479000,2,127.27711,1
680000,3,307.50893,2
450000,2,180.23182,2
243000,2,137.49644,1
858000,3,285.21220999999997,2
239000,2,140.28353,1
585000,3,295.43154,3
480000,3,241.5478,2
374950,3,183.94794,2
424000,2,105.90942,1
150000,1,126.34808,1
250000,3,196.95436,2
925000,3,296.36057,2
400000,2,111.4836,1
853800,3,274.99288,3
210000,1,77.10949,1
248500,2,194.16727,1
210000,2,95.69009,1
605000,3,174.65764,1
320000,3,245.26391999999998,2
183000,2,118.91584,1
498000,2,219.25108,3
215000,2,79.89658,1
695000,3,262.91549,2
479950,2,169.08346,2
855000,3,179.30279,1
749950,2,167.2254,1
390000,3,170.94152,2
828200,3,315.8702,2
327555,2,216.371087,2
585000,3,237.83168,2
710000,3,228.54138,2
155000,1,84.54173,1
350000,2,88.25785,1
420000,3,188.59309,2
411000,3,265.70258,1
302000,3,246.19295,2
590000,3,323.30244,3
656500,3,251.76713,2
654000,3,274.99288,2
510000,3,295.43154,2
276000,1,66.89016,1
549950,3,252.69616,2
575000,2,249.90906999999999,2
807500,3,296.36057,2
535000,2,196.95436,2
569000,3,114.27069,1
523500,1,148.6448,2
865000,3,296.36057,2
465000,3,136.56741,2
535000,1,216.46399,1
358000,1,118.730034,2
259950,3,149.57383,2
438800,3,257.34131,2
320000,3,185.806,2
264000,2,136.56741,1
420000,3,221.10914,1
723000,3,326.08953,3
365000,2,137.868052,2
324950,2,190.45115,1
650000,1,97.54814999999999,1
610000,3,324.23147,3
243000,2,166.29637,1
435000,1,117.05778,1
365000,3,163.50928,1
436472,3,250.094876,2
395000,1,67.81919,1
465000,3,204.3866,2
370000,3,251.76713,2
312500,3,232.2575,2
299950,2,161.65122,2
349950,2,198.81242,2
374000,2,171.87055,2
428750,2,150.50286,1
445000,1,86.39979,1
215500,2,128.20614,2
613000,2,226.68332,3
835000,3,374.39909,2
564000,3,108.69651,1
717000,3,258.27034,2
407000,3,261.05743,2
230000,1,88.25785,1
329000,2,170.94152,2
820000,3,211.81884,2
365000,3,209.96078,2
509950,2,174.65764,2
465000,3,283.35415,2
352000,3,229.47041,2
281500,2,117.98681,1
300000,3,180.23182,3
296475,2,141.21256,2
499990,3,270.34773,2
405000,2,133.78032,2
339000,3,170.01248999999999,2
535000,1,95.69009,1
720000,2,202.52854,1
615000,2,276.85094,2
461000,2,150.50286,2
381000,2,167.2254,1
965000,3,331.66371,2
220000,1,71.53531,1
475000,3,287.9993,2
567500,2,238.76071,1
290000,2,96.61912,1
324950,3,200.67048,2
543000,1,99.40621,1
585000,3,291.71542,1
750000,1,220.18010999999998,2
513000,2,158.86413,1
300000,3,204.3866,3
300000,2,117.05778,1
955000,3,233.18653,2
365000,3,180.23182,2
802000,3,197.88339,2
270000,1,128.20614,1
535000,3,217.39302,2
198000,3,193.23824,1
313000,1,109.62554,1
420000,1,163.50928,2
523000,3,247.12198,2
560000,2,182.08988,2
545000,2,155.14801,2
385000,2,122.63195999999999,2
470000,3,223.89623,2
680000,3,226.68332,2
275000,2,181.16085,1
438000,2,111.4836,1
270000,3,231.32847,2
500000,3,189.52212,2
515000,2,305.65087,2
663000,2,230.39944,2
476000,2,151.43189,2
315000,2,142.14159,2
925000,3,317.72826,3
425000,2,154.21898,2
659000,1,134.70935,2
678000,2,245.26391999999998,2
507000,3,138.42547,2
275000,2,119.84487,1
453000,2,148.6448,1
473000,1,140.28353,1
300000,3,248.98004,2
329990,3,224.82526,2
500000,1,140.28353,1
729000,2,306.5799,3
451555,1,122.63195999999999,1
330000,2,224.82526,3
753888,3,247.12198,2
515000,3,315.8702,3
360000,2,128.299043,2
605000,3,299.14766,2
500000,2,190.45115,2
745000,3,184.87697,1
829000,3,307.50893,3
530000,3,168.15443,2
310000,2,112.41263,1
408000,2,260.1284,2
281000,3,155.798331,2
218250,2,100.33524,1
520000,3,185.806,2
390000,2,230.39944,3
389250,1,138.42547,1
511100,3,144.92867999999999,2
340000,1,107.76748,1
575000,3,329.80565,2
107000,2,84.54173,1
535000,3,285.21220999999997,2
430000,1,88.25785,1
265000,2,104.237166,1
597000,1,229.47041,1
354000,3,280.56706,3
550000,2,182.08988,2
672500,3,246.19295,2
220650,1,135.63838,1
326500,2,98.47718,1
207000,3,157.00607,2
625000,2,174.65764,2
355000,2,171.87055,3
342500,1,112.41263,1
320000,2,213.6769,1
784950,3,263.84452,2
315000,2,166.29637,2
425000,2,122.63195999999999,1
342000,2,161.65122,2
258000,2,150.50286,1
599950,3,346.52819,3
439000,1,97.54814999999999,1
397500,2,137.49644,1
333490,3,209.03175,2
363000,2,233.18653,1
615000,2,219.25108,1
740000,2,224.82526,3
470000,3,248.98004,2
750000,3,296.36057,2
477500,2,172.79958,2
399000,3,243.40586,2
586000,3,179.30279,2
245000,2,149.57383,2
810000,3,322.37341,3
304000,2,158.86413,2
967000,3,287.9993,2
649500,3,292.64445,3
759000,2,183.94794,1
420000,2,98.47718,1
250000,2,91.97397,1
399000,2,132.85129,2
275900,2,128.20614,1
670000,3,269.4187,2
400000,2,115.19972,1
625000,1,184.87697,1
650000,3,303.79281,3
228900,3,145.85771,1
839000,2,297.2896,2
375000,2,123.56099,1
180000,2,101.26427,1
685000,3,291.065099,2
765000,3,237.83168,2
585000,3,278.709,2
396450,2,143.07062,1
516000,1,152.36092,1
765000,2,296.36057,3
429950,3,161.65122,2
706000,3,268.48967,2
795000,3,287.9993,2
661000,3,231.885888,2
925000,3,306.5799,2
580000,2,180.23182,2
248000,1,65.0321,1
443000,2,165.36734,2
475000,3,153.28995,1
870000,3,246.19295,2
165000,2,154.21898,2
318000,3,202.52854,2
375000,2,175.58667,2
335000,1,66.89016,1
529000,2,147.71577,1
436000,3,252.69616,3
183000,2,99.40621,1
840000,3,282.42512,2
336600,2,153.661562,2
365000,2,246.471659,2
500000,2,113.34166,1
399950,1,123.56099,1
760000,3,240.61877,2
295000,2,145.85771,2
533500,2,231.32847,3
253000,2,95.69009,1
450000,2,156.07704,2
345000,3,187.66406,2
495000,2,124.49002,2
416500,3,211.81884,2
545000,3,255.947765,2
960000,3,282.42512,2
465000,3,162.58025,1
197000,2,101.26427,1
267500,2,153.28995,1
395000,2,136.56741,2
280000,3,203.45757,2
375000,3,260.1284,2
280000,1,211.81884,1
225000,2,143.99965,1
520000,1,126.34808,1
635000,3,208.10272,2
548050,1,179.30279,2
500000,2,185.806,1
550000,2,252.69616,2
308550,2,148.6448,2
439990,2,179.30279,2
540000,3,170.94152,1
165000,1,72.46433999999999,1
925000,2,237.83168,3
465000,3,192.30921,2
380000,2,134.70935,3
530000,1,108.69651,1
600000,3,214.60593,2
261000,2,125.41905,1
528000,3,258.27034,1
410000,2,200.67048,1
410000,3,248.05101,2
250000,3,167.2254,2
820000,2,233.18653,2
390000,3,249.90906999999999,1
294000,3,272.20579,2
819000,2,295.059928,2
635000,1,229.47041,2
550000,2,99.40621,1
541900,2,174.65764,2
286000,1,108.69651,1
519900,3,223.245909,2
350000,2,163.50928,2
317500,1,92.903,1
316000,1,165.36734,2
340000,1,79.89658,1
320000,2,215.53496,2
402000,3,166.29637,2
898000,2,327.94759,2
389000,3,224.82526,2
467000,2,154.21898,1
400000,2,109.62554,2
721000,3,249.90906999999999,2
554600,2,136.56741,1
515000,3,174.65764,1
270000,2,164.43831,2
86500,2,78.03852,1
505000,2,222.9672,2
700000,1,120.7739,1
430000,2,112.41263,1
309000,2,120.7739,1
518380,3,261.05743,2
462000,2,175.58667,2
450000,2,106.83845,2
287000,1,86.39979,1
435000,2,144.92867999999999,2
750000,3,191.38018,1
509900,2,166.29637,2
355950,3,182.08988,2
565000,3,208.10272,2
319000,3,160.72219,1
400000,2,172.79958,1
375000,1,168.15443,1
492000,2,257.34131,1
765000,3,296.36057,2
410000,2,166.29637,2
463000,2,158.86413,1
545000,2,180.23182,2
439108,1,104.98039,1
489950,2,146.78674,2
593567,2,164.43831,2
335000,3,137.49644,1
200000,2,196.95436,1
315000,3,193.23824,2
615000,2,218.32205,1
265000,2,190.45115,1
420000,2,140.190627,2
505000,2,155.14801,2
605000,3,169.08346,2
480000,2,227.61235,2
465000,3,261.98646,2
649950,3,218.32205,2
475000,3,183.94794,2
400000,3,337.23789,2
255000,1,126.34808,1
641000,3,256.41228,3
427500,3,186.73503,2
839990,3,340.02497999999997,2
563500,3,203.45757,2
435000,1,89.18688,1
254000,2,192.30921,2
669888,3,236.90265,2
435000,2,128.20614,2
410000,2,133.78032,1
592500,3,193.23824,1
251000,2,153.28995,2
839900,3,353.96043,3
294000,2,142.14159,1
431000,2,139.3545,1
175409,3,134.70935,1
374500,2,89.18688,1
785000,3,285.21220999999997,3
275000,1,84.54173,1
443000,2,152.36092,1
965800,3,232.2575,1
389000,3,216.46399,2
725000,3,218.32205,1
400000,1,167.2254,1
375000,2,225.19687199999998,2
585000,2,125.41905,1
315000,2,139.3545,2
1100000,3,247.12198,2
195000,1,74.3224,1
276693,3,110.55457,1
648000,3,305.65087,2
675000,2,140.28353,2
210000,1,69.67725,1
269000,1,71.53531,1
100000,1,61.315979999999996,1
399950,1,65.96113,1
650000,2,225.75429,2
370037,1,116.12875,1
259950,1,73.39337,1
450000,3,196.95436,2
520000,2,171.87055,2
299990,2,173.72861,2
260000,3,142.14159,3
385000,3,190.45115,2
1130000,3,353.96043,3
247000,2,146.78674,2
580000,2,181.16085,1
301950,2,127.27711,1
210000,2,130.0642,1
206000,2,122.63195999999999,1
570000,1,139.3545,1
287000,2,158.86413,2
400000,1,113.34166,1
339995,3,202.52854,2
370000,2,183.94794,2
770000,3,218.32205,2
150000,2,134.70935,1
150000,1,66.89016,1
1013050,3,230.39944,2
300000,3,222.9672,2
535000,1,253.62519,2
808000,2,240.61877,1
770000,2,218.32205,2
557000,3,247.12198,1
568000,2,218.32205,2
604000,3,209.96078,2
540000,2,185.806,2
235000,2,128.20614,1
306888,1,93.83203,1
585000,2,201.59951,1
427500,2,132.85129,1
440000,3,253.62519,2
462000,3,191.38018,2
899000,3,231.32847,3
789500,3,301.00572,3
800000,3,222.03817,2
478000,2,133.78032,1
775000,2,243.40586,2
349000,2,124.49002,3
415000,2,187.66406,1
464500,3,273.13482,1
421000,2,131.92226,2
795000,3,271.27676,2
190000,1,58.52889,1
565997,3,253.62519,2
565000,3,290.78639,2
675000,3,308.43796,2
380000,2,149.57383,2
615000,2,173.72861,2
540000,2,202.52854,2
475000,3,196.02533,2
647000,3,282.42512,2
760000,3,287.07027,3
383000,3,245.26391999999998,2
325250,3,197.88339,2
320000,2,142.14159,2
375000,2,91.04494,1
592500,3,201.59951,3
402000,3,140.28353,1
775000,2,230.39944,2
777000,2,335.37982999999997,3
532000,2,219.25108,1
665000,3,275.92191,2
384900,3,287.07027,2
800000,1,160.72219,2
395000,1,150.50286,2
633000,3,219.25108,2
395000,1,182.08988,2
525000,3,214.60593,2
835000,1,211.81884,2
700000,2,194.16727,3
677500,3,217.39302,1
750000,2,157.9351,1
491950,2,194.16727,2
100000,1,86.39979,1
285000,3,219.25108,2
